FDIA;FEST;FSEN;HOR1;HOR2;HOR3;HOR4;HOR5;HOR6;HOR7;HOR8;HOR9;HOR10;HOR11;HOR12;
02/01/2022;ES14;1-;27;15;9;21;17;16;30;53;63;107;161;206;
02/01/2022;ES14;1=;196;159;122;138;160;181;184;154;126;74;56;35;
02/01/2022;ES14;2-;18;13;11;7;9;8;17;22;46;72;89;122;
02/01/2022;ES14;2=;138;129;99;108;105;116;163;162;108;71;52;23;
02/01/2022;ES15;1-;45;34;19;13;17;64;76;78;148;200;274;339;
02/01/2022;ES15;1=;365;314;204;220;249;290;291;272;227;196;113;66;
02/01/2022;ES15;2-;16;12;8;9;16;24;52;68;95;128;213;274;
02/01/2022;ES15;2=;331;300;214;214;303;348;307;240;158;139;85;67;
02/01/2022;ES16;1-;230;161;123;118;144;170;195;214;338;508;706;880;
02/01/2022;ES16;1=;891;808;672;735;911;939;974;1025;810;652;517;334;
02/01/2022;ES16;2-;191;137;105;90;116;172;210;191;335;463;751;813;
02/01/2022;ES16;2=;939;861;595;657;877;1025;1081;894;691;487;305;214;
02/01/2022;ES17;1-;298;203;150;110;183;296;327;499;667;1044;1547;1851;
02/01/2022;ES17;1=;2124;2027;1548;1631;1984;2234;2303;1910;1545;1048;687;485;
02/01/2022;ES17;2-;0;0;0;0;0;0;0;0;0;0;0;0;
02/01/2022;ES17;2=;0;0;0;0;0;0;0;0;0;0;0;0;
02/01/2022;ES18;1-;89;63;35;36;23;32;64;98;170;315;407;533;
02/01/2022;ES18;1=;538;468;286;361;454;554;551;394;267;163;159;93;
02/01/2022;ES18;2-;107;63;33;36;34;33;63;80;131;220;387;585;
02/01/2022;ES18;2=;662;585;419;520;642;638;724;619;462;310;215;137;
02/01/2022;ES19;1-;141;113;93;92;86;111;141;165;234;356;453;516;
02/01/2022;ES19;1=;524;455;383;395;500;518;535;506;421;342;278;169;
02/01/2022;ES19;2-;0;0;0;0;0;0;0;0;0;0;0;0;
02/01/2022;ES19;2=;0;0;0;0;0;0;0;0;0;0;0;0;
02/01/2022;ES20;1-;2202;1704;997;639;517;456;624;1451;1675;2078;2851;4336;
02/01/2022;ES20;1=;5689;6465;6973;6325;5518;5681;6341;7358;7501;6117;5295;4475;
02/01/2022;ES20;2-;2229;1433;821;590;458;531;1051;2199;2495;2477;3512;4911;
02/01/2022;ES20;2=;6418;7365;8048;7879;5986;6063;6861;7981;7563;6773;5581;4013;
02/01/2022;ES21;1-;73;40;43;33;40;69;69;115;212;302;399;468;
02/01/2022;ES21;1=;547;502;374;358;399;435;550;444;444;297;176;122;
02/01/2022;ES21;2-;78;56;36;40;47;76;98;153;275;414;666;773;
02/01/2022;ES21;2=;855;694;428;473;659;826;790;583;444;281;198;121;
02/01/2022;ES22;1-;232;159;122;107;99;114;197;181;224;325;452;671;
02/01/2022;ES22;1=;773;842;829;677;621;688;798;831;754;629;474;357;
02/01/2022;ES22;2-;324;262;204;163;125;139;238;239;213;377;521;828;
02/01/2022;ES22;2=;998;1054;911;717;762;760;828;942;903;827;647;516;
02/01/2022;ES23;1-;655;484;383;301;274;278;492;453;421;174;50;84;
02/01/2022;ES23;1=;79;100;79;144;941;1711;2102;2173;1936;1437;1190;847;
02/01/2022;ES23;2-;1020;846;679;597;471;439;613;552;497;647;941;1290;
02/01/2022;ES23;2=;1518;1676;1740;1571;1560;1597;1697;2065;2264;2063;1716;1415;
02/01/2022;ES24;1-;178;108;94;78;49;55;71;94;106;159;300;362;
02/01/2022;ES24;1=;499;600;603;352;336;367;452;464;520;379;310;242;
02/01/2022;ES24;2-;145;115;98;70;95;91;93;108;131;206;305;548;
02/01/2022;ES24;2=;663;634;492;343;312;403;401;422;378;259;201;154;
02/01/2022;ES25;1-;122;124;97;72;78;55;50;60;72;84;93;111;
02/01/2022;ES25;1=;160;181;159;128;149;168;127;115;140;127;105;100;
02/01/2022;ES25;2-;0;0;0;0;0;0;0;0;0;0;0;0;
02/01/2022;ES25;2=;0;0;0;0;0;0;0;0;0;0;0;0;
